,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CFAP54,7.31566E-22,0.413030681,0.185,0.057,2.04619E-17
PRELID2,8.59368E-22,0.342159097,0.35,0.171,2.40365E-17
SUPT3H,9.59106E-22,0.404348117,0.714,0.508,2.68262E-17
UNC5CL,1.00568E-21,0.294149061,0.182,0.056,2.81289E-17
MYO1C,1.01071E-21,0.31510051,0.315,0.146,2.82694E-17
GAB2,1.08708E-21,0.386955652,0.44,0.239,3.04057E-17
SESTD1,1.18333E-21,0.316814463,0.509,0.285,3.30976E-17
SLC35F2,1.19356E-21,0.413719262,0.188,0.061,3.33837E-17
CXADR,1.25902E-21,0.337717291,0.253,0.103,3.52148E-17
LAMA3,1.31585E-21,0.456779696,0.242,0.096,3.68044E-17
SPECC1L,1.34174E-21,0.370694978,0.531,0.317,3.75284E-17
PML,1.36945E-21,0.313996336,0.195,0.063,3.83035E-17
SPARC,1.4637E-21,0.294949299,0.219,0.08,4.09396E-17
PUM1,1.62688E-21,0.389022647,0.782,0.56,4.55039E-17
SYN3,1.62898E-21,0.475327262,0.117,0.019,4.55626E-17
ABLIM1,1.64848E-21,0.42164803,0.891,0.763,4.61079E-17
SOGA3,1.77293E-21,0.392684443,0.13,0.026,4.95888E-17
PLAU,1.82297E-21,0.418243042,0.127,0.023,5.09883E-17
LINC00513,1.87853E-21,0.417053673,0.265,0.115,5.25425E-17
NHEJ1,1.94715E-21,-0.620766364,0.06,0.158,5.44618E-17
KIAA0556,2.12602E-21,0.381283743,0.332,0.163,5.94648E-17
MAT2A,2.16203E-21,-0.620687783,0.116,0.226,6.04721E-17
AP001021.3,2.16434E-21,0.373079804,0.169,0.049,6.05367E-17
AC009053.3,2.17682E-21,-0.466128412,0.038,0.123,6.08857E-17
AP003086.1,2.23316E-21,0.390438804,0.173,0.052,6.24615E-17
IFT80,2.35578E-21,0.37392752,0.395,0.214,6.58911E-17
CCM2,2.38687E-21,0.322874284,0.381,0.198,6.67607E-17
CEP128,2.47173E-21,0.386779787,0.3,0.139,6.91342E-17
CELF1,2.59512E-21,0.347985261,0.738,0.509,7.25856E-17
ZNF512,2.76938E-21,0.378118354,0.252,0.105,7.74595E-17
SPTAN1,2.78797E-21,0.340450247,0.427,0.233,7.79795E-17
MEG8,2.83023E-21,-0.939433135,0.087,0.194,7.91615E-17
AC044810.2,2.87081E-21,0.447288722,0.11,0.015,8.02965E-17
ZNF43,2.88579E-21,0.389854616,0.331,0.163,8.07157E-17
AL358232.2,3.16316E-21,-0.663633528,0.202,0.336,8.84737E-17
MPZL1,3.2793E-21,0.399548347,0.305,0.144,9.17221E-17
MARC2,3.36703E-21,-0.579257609,0.164,0.292,9.41758E-17
AC012409.2,3.55225E-21,0.396066623,0.218,0.084,9.93564E-17
NIN,3.58158E-21,0.306702405,0.279,0.122,1.00177E-16
STC1,3.77532E-21,-0.372573865,0.031,0.109,1.05596E-16
GPR176,3.95052E-21,0.485435868,0.217,0.082,1.10496E-16
UGT8,4.17337E-21,-0.530666971,0.071,0.172,1.16729E-16
AC068282.1,4.19477E-21,0.377111403,0.164,0.048,1.17328E-16
ACACA,4.21392E-21,0.443636813,0.474,0.292,1.17863E-16
NR2F1-AS1,4.5669E-21,0.441140862,0.29,0.133,1.27736E-16
LATS2,4.65973E-21,0.491766873,0.415,0.236,1.30333E-16
KCNMB2,4.69977E-21,0.841378053,0.467,0.296,1.31453E-16
JMJD1C,4.76245E-21,0.421003297,0.895,0.797,1.33206E-16
LINC00472,5.06294E-21,-0.44256567,0.844,0.895,1.41611E-16
ZFAND3,5.14244E-21,0.408919817,0.893,0.826,1.43834E-16
JPX,5.21901E-21,0.303191291,0.692,0.461,1.45976E-16
FGD4,5.42775E-21,-0.532062177,0.743,0.775,1.51814E-16
LIMK2,5.82257E-21,0.363160418,0.278,0.126,1.62857E-16
CERS3-AS1,5.86764E-21,0.464795193,0.132,0.028,1.64118E-16
HBEGF,5.94976E-21,0.306744367,0.139,0.031,1.66415E-16
HHAT,6.21901E-21,0.367524932,0.313,0.151,1.73946E-16
AC087564.1,6.30994E-21,-0.746212655,0.223,0.35,1.76489E-16
RBM20,6.43055E-21,-0.461766921,0.027,0.103,1.79863E-16
DOK5,6.49333E-21,0.364238684,0.159,0.044,1.81618E-16
DDX60L,6.50983E-21,0.273175605,0.203,0.069,1.8208E-16
NEAT1,6.5693E-21,-0.318013701,0.894,0.947,1.83743E-16
ALDH3A2,6.57016E-21,-0.631811961,0.119,0.234,1.83767E-16
AC019068.1,6.92568E-21,0.50081664,0.131,0.027,1.93711E-16
DPYD,7.3306E-21,0.433194009,0.64,0.42,2.05037E-16
C11orf54,7.90024E-21,-0.690529541,0.288,0.409,2.2097E-16
SFXN2,8.53203E-21,-0.488706617,0.048,0.137,2.38641E-16
KIF13A,8.60605E-21,0.4678646,0.587,0.384,2.40711E-16
BBOX1,8.6484E-21,-0.821280367,0.196,0.31,2.41896E-16
RAB11FIP1,8.86228E-21,0.4740202,0.26,0.112,2.47878E-16
SCRN1,9.16134E-21,0.372119489,0.228,0.091,2.56243E-16
ITGB4,9.62511E-21,0.2643447,0.102,0.011,2.69214E-16
SEPTIN9,1.05274E-20,0.556057244,0.536,0.336,2.94451E-16
HNRNPH1,1.12209E-20,-0.619114948,0.399,0.51,3.1385E-16
GPATCH8,1.13534E-20,0.360486422,0.709,0.5,3.17555E-16
SCFD1,1.21434E-20,0.296359973,0.536,0.323,3.3965E-16
WDR43,1.25306E-20,0.383179703,0.386,0.207,3.50481E-16
FRY,1.36705E-20,0.393749869,0.531,0.322,3.82364E-16
SPATA5,1.46918E-20,0.34707056,0.508,0.303,4.10928E-16
DTD1,1.48642E-20,0.385964633,0.269,0.12,4.15752E-16
ADGRG6,1.50481E-20,0.379055773,0.419,0.232,4.20897E-16
AATF,1.76255E-20,0.388348822,0.344,0.178,4.92985E-16
KLC1,1.83801E-20,0.270357474,0.48,0.274,5.14091E-16
ASPHD1,1.9385E-20,0.385877046,0.146,0.038,5.42199E-16
TFEC,1.96267E-20,-0.670047896,0.071,0.166,5.48958E-16
USP54,1.98018E-20,0.370866223,0.4,0.219,5.53857E-16
KCNH8,2.19267E-20,0.419759651,0.134,0.03,6.13291E-16
GPX4,2.19356E-20,-0.50897684,0.086,0.189,6.13539E-16
PEAK1,2.23111E-20,0.384339623,0.496,0.287,6.24042E-16
PAQR5,2.35752E-20,-0.587656799,0.223,0.352,6.59398E-16
PALM2-AKAP2,2.37088E-20,0.507272958,0.524,0.329,6.63136E-16
ASCC3,2.3823E-20,0.279212467,0.542,0.329,6.66329E-16
MED13L,2.41857E-20,0.378745649,0.895,0.804,6.76473E-16
SEC22A,2.59495E-20,0.356706076,0.347,0.18,7.25809E-16
MT2A,2.69354E-20,-0.494116848,0.063,0.16,7.53382E-16
CDYL,2.74929E-20,0.323547538,0.417,0.23,7.68975E-16
KRT86,2.80921E-20,0.346720555,0.103,0.013,7.85737E-16
HM13,2.90626E-20,0.320584077,0.294,0.136,8.12881E-16
PLS3,2.97524E-20,0.653754869,0.397,0.237,8.32174E-16
TPK1,3.03046E-20,0.383215502,0.454,0.261,8.47619E-16
SLMAP,3.05032E-20,0.371176966,0.689,0.476,8.53174E-16
NDUFA4,3.29636E-20,-0.366513907,0.034,0.112,9.21991E-16
HSPG2,3.3954E-20,0.361340892,0.257,0.113,9.49694E-16
AZIN1,3.49163E-20,0.399075488,0.259,0.115,9.76608E-16
IGFBP5,3.62348E-20,-0.504234231,0.072,0.169,1.01349E-15
RABGEF1,3.64302E-20,0.255219052,0.591,0.357,1.01895E-15
ASAH1,3.89755E-20,-0.459648577,0.057,0.148,1.09014E-15
RAB17,3.91536E-20,-0.38977497,0.045,0.131,1.09513E-15
SOD1,3.95821E-20,-0.334966017,0.027,0.101,1.10711E-15
AL138828.1,4.05349E-20,0.537075245,0.214,0.086,1.13376E-15
WDR60,4.20662E-20,-0.696340327,0.49,0.579,1.17659E-15
SAMD12-AS1,4.22835E-20,0.435750915,0.182,0.062,1.18267E-15
MTMR3,4.24586E-20,0.376665741,0.545,0.338,1.18757E-15
MAP7D3,4.36772E-20,0.370615252,0.174,0.055,1.22165E-15
NF1,4.47617E-20,0.339603694,0.818,0.624,1.25199E-15
KLHL3,4.99577E-20,-0.390015363,0.043,0.127,1.39732E-15
UGGT2,5.4885E-20,0.362305742,0.654,0.439,1.53513E-15
BAIAP2L1,5.56223E-20,0.421646408,0.241,0.103,1.55576E-15
IRAK2,5.56299E-20,0.60690817,0.192,0.069,1.55597E-15
CASR,5.60371E-20,-0.809829694,0.15,0.27,1.56736E-15
PIM3,6.41445E-20,-0.409666929,0.057,0.149,1.79412E-15
AC005480.1,6.72428E-20,0.334864146,0.146,0.039,1.88078E-15
CFAP221,6.99321E-20,0.419624149,0.342,0.184,1.956E-15
TAPT1-AS1,7.14537E-20,-0.640096937,0.377,0.494,1.99856E-15
DDAH1,7.96378E-20,0.462536234,0.698,0.504,2.22747E-15
AC117383.1,8.02434E-20,0.414362772,0.114,0.021,2.24441E-15
ATP6V1D,8.31825E-20,0.302071483,0.216,0.084,2.32661E-15
CDCP1,8.3261E-20,0.313111985,0.105,0.015,2.32881E-15
MRPL33,8.56692E-20,0.388073429,0.291,0.139,2.39617E-15
AC008649.2,8.74715E-20,0.313002403,0.103,0.014,2.44658E-15
MYO3B,8.90223E-20,-0.346032992,0.072,0.172,2.48995E-15
GNGT1,9.65472E-20,-0.623263869,0.24,0.37,2.70043E-15
ANKLE2,9.96164E-20,0.311853059,0.322,0.159,2.78627E-15
MFSD14C,1.07534E-19,0.312309269,0.438,0.25,3.00773E-15
ARIH1,1.07603E-19,0.342873855,0.719,0.492,3.00965E-15
GTF2IRD2,1.1662E-19,0.281753956,0.229,0.092,3.26186E-15
SYNPO,1.2E-19,0.317128045,0.145,0.039,3.3564E-15
LINC02334,1.25842E-19,-0.441746099,0.039,0.12,3.5198E-15
SINHCAF,1.35074E-19,0.40517439,0.33,0.171,3.77802E-15
BAIAP2L2,1.39641E-19,-0.627234765,0.083,0.184,3.90577E-15
IPO9,1.46593E-19,0.361014702,0.32,0.162,4.1002E-15
FAM107B,1.49496E-19,0.510205637,0.534,0.351,4.18139E-15
AC211433.1,1.50122E-19,0.409119558,0.175,0.061,4.19892E-15
PHF20,1.52486E-19,0.314149143,0.5,0.295,4.26503E-15
TRIM56,1.58759E-19,0.332920904,0.299,0.145,4.44049E-15
BICDL1,1.60642E-19,-0.682789596,0.411,0.531,4.49315E-15
SULT1C2,1.63632E-19,-0.593671279,0.233,0.362,4.57679E-15
SPATS2L,1.68973E-19,0.388619587,0.694,0.47,4.72618E-15
RECK,1.71953E-19,0.379274436,0.211,0.084,4.80951E-15
LOXL2,1.72269E-19,0.487184736,0.135,0.034,4.81837E-15
CD24,1.74103E-19,-0.400793575,0.212,0.363,4.86967E-15
ZRANB3,1.74546E-19,0.357814784,0.328,0.166,4.88204E-15
CTNNA1,1.84919E-19,0.409532839,0.768,0.555,5.17219E-15
ZC3H7B,1.89245E-19,0.363506425,0.28,0.131,5.29319E-15
PRMT3,2.00593E-19,0.328628219,0.301,0.146,5.61059E-15
NUP107,2.07337E-19,0.312606584,0.244,0.103,5.79922E-15
FLT1,2.08542E-19,-0.364261763,0.034,0.11,5.83293E-15
CCDC130,2.14686E-19,0.356634891,0.309,0.153,6.00477E-15
LRRFIP1,2.1674E-19,0.515100893,0.635,0.453,6.06222E-15
PTCHD4,2.25979E-19,0.545524366,0.155,0.046,6.32064E-15
WTIP,2.34511E-19,0.350822355,0.151,0.044,6.55927E-15
CPEB3,2.36684E-19,-0.589356713,0.289,0.418,6.62005E-15
SPSB1,2.66604E-19,0.515273448,0.292,0.143,7.45691E-15
MTMR12,2.97214E-19,0.399236485,0.43,0.247,8.31309E-15
AC015923.1,3.03581E-19,0.293001603,0.112,0.021,8.49116E-15
PTGFRN,3.13098E-19,0.342588345,0.145,0.04,8.75735E-15
OSBPL9,3.14663E-19,0.375363295,0.646,0.438,8.80113E-15
KCNMA1,3.17074E-19,0.988627423,0.185,0.07,8.86857E-15
CYFIP2,3.21695E-19,-0.668795989,0.341,0.462,8.99781E-15
KANK1,3.30654E-19,0.419567255,0.879,0.774,9.24838E-15
CFLAR-AS1,3.34407E-19,0.334558615,0.121,0.026,9.35336E-15
LINC01091,3.38139E-19,0.343969691,0.289,0.137,9.45774E-15
LINC01482,3.62794E-19,0.420874906,0.164,0.052,1.01473E-14
PHACTR4,3.80613E-19,0.369299184,0.695,0.487,1.06457E-14
SLC7A1,4.61835E-19,0.349060067,0.179,0.062,1.29175E-14
AL355612.1,4.73435E-19,-0.606371502,0.134,0.251,1.3242E-14
DNMT3B,5.34317E-19,0.3067934,0.119,0.024,1.49448E-14
TPCN1,5.77678E-19,-0.756576449,0.349,0.459,1.61577E-14
DAB1,5.81637E-19,0.464848374,0.404,0.236,1.62684E-14
INSYN2A,5.89339E-19,0.365503629,0.127,0.031,1.64838E-14
TLCD4,6.20835E-19,0.354015971,0.166,0.055,1.73648E-14
TOPORS,6.29413E-19,-0.433734702,0.034,0.109,1.76047E-14
CCNL1,6.34832E-19,-0.672356347,0.41,0.503,1.77562E-14
SLC6A20,6.64126E-19,0.339942509,0.111,0.021,1.85756E-14
AC023509.6,6.77981E-19,0.369744735,0.172,0.06,1.89631E-14
LRAT,6.84202E-19,0.408618438,0.157,0.048,1.91371E-14
N4BP2L2,7.00965E-19,-0.517627585,0.745,0.774,1.9606E-14
SYNC,7.09591E-19,0.308131707,0.116,0.024,1.98473E-14
KLHL4,7.1466E-19,0.40612503,0.147,0.042,1.9989E-14
TSPAN15,7.1875E-19,0.363660553,0.117,0.024,2.01034E-14
RAPGEF3,7.27525E-19,-0.651929547,0.099,0.199,2.03489E-14
RAB11A,7.48598E-19,0.332074089,0.302,0.149,2.09383E-14
CCDC6,7.52716E-19,0.434127275,0.406,0.235,2.10535E-14
RYR3,7.96701E-19,0.31561149,0.159,0.048,2.22837E-14
KCTD1,8.07562E-19,0.401012312,0.465,0.295,2.25875E-14
ARMH3,8.41047E-19,0.328496743,0.508,0.312,2.35241E-14
THSD7A,8.59246E-19,-0.535235656,0.692,0.75,2.40331E-14
MTHFR,8.65167E-19,-0.642169541,0.086,0.181,2.41987E-14
TES,8.7798E-19,0.252903753,0.241,0.102,2.45571E-14
EPN2,9.09944E-19,0.318785035,0.465,0.275,2.54511E-14
CASC9,9.42994E-19,0.544071067,0.213,0.088,2.63755E-14
AC002463.1,9.51294E-19,0.32179269,0.12,0.027,2.66077E-14
EPB41L4A,9.67119E-19,0.346247115,0.76,0.533,2.70503E-14
WRN,1.02702E-18,0.319544161,0.409,0.231,2.87258E-14
AL117381.1,1.0692E-18,0.430942311,0.189,0.074,2.99055E-14
NBPF15,1.14082E-18,0.3518251,0.161,0.052,3.19086E-14
UNC5D,1.19705E-18,0.280485881,0.413,0.233,3.34816E-14
AC012085.2,1.29091E-18,0.360564548,0.13,0.034,3.61068E-14
MAP3K5,1.39891E-18,0.422813183,0.637,0.435,3.91276E-14
VPS37B,1.41649E-18,0.256236898,0.342,0.175,3.96192E-14
RNF217,1.41654E-18,0.385414757,0.384,0.218,3.96207E-14
CACNA2D3,1.47881E-18,-0.625288722,0.323,0.462,4.13624E-14
CAPZB,1.53385E-18,0.326042229,0.513,0.317,4.29016E-14
CLEC16A,1.54846E-18,0.301263067,0.439,0.256,4.33105E-14
SNAP25,1.56555E-18,0.298636827,0.142,0.038,4.37885E-14
SRSF3,1.61235E-18,-0.545934647,0.1,0.201,4.50975E-14
HSP90B1,1.69672E-18,-0.814227857,0.219,0.328,4.74574E-14
CTIF,1.72368E-18,0.336661035,0.298,0.15,4.82113E-14
SF3B1,1.73968E-18,-0.718366659,0.326,0.426,4.86588E-14
MRPS6,1.86283E-18,-0.592763252,0.12,0.224,5.21033E-14
SLC22A23,1.88566E-18,-0.637184674,0.127,0.231,5.27418E-14
FANK1,1.91288E-18,0.293426162,0.302,0.148,5.35033E-14
RAB6A,2.04983E-18,0.326348999,0.527,0.325,5.73337E-14
SND1,2.11998E-18,0.295001662,0.611,0.397,5.92958E-14
PUM3,2.12745E-18,0.417992404,0.615,0.428,5.95049E-14
AC079760.2,2.29636E-18,0.398071108,0.227,0.096,6.42291E-14
SLC38A11,2.72594E-18,-0.403385542,0.038,0.114,7.62445E-14
ABLIM3,3.01503E-18,-0.569282696,0.11,0.215,8.43303E-14
SH3BP4,3.02347E-18,0.384348777,0.253,0.122,8.45664E-14
CRLF3,3.34297E-18,0.288176997,0.242,0.106,9.35028E-14
MAP3K9,3.42108E-18,0.388350552,0.213,0.089,9.56875E-14
NUP160,3.45428E-18,0.328001655,0.371,0.208,9.66163E-14
DAAM1,3.69575E-18,0.356177128,0.471,0.288,1.0337E-13
SCIN,4.05164E-18,0.505575162,0.441,0.266,1.13324E-13
HIST1H2AC,4.07752E-18,-0.729663734,0.033,0.104,1.14048E-13
KLHL2,4.0894E-18,0.356123633,0.297,0.149,1.1438E-13
ZBTB20-AS1,4.19736E-18,0.352033663,0.132,0.036,1.174E-13
MTA3,4.2249E-18,0.324523511,0.451,0.269,1.18171E-13
DBN1,4.5741E-18,0.253256284,0.14,0.039,1.27938E-13
NR6A1,4.93871E-18,0.404076921,0.719,0.529,1.38136E-13
AC040174.1,5.09397E-18,-0.387330955,0.063,0.154,1.42478E-13
LRCH3,5.18002E-18,0.294372048,0.49,0.29,1.44885E-13
LINC02027,5.23356E-18,-0.560067349,0.146,0.26,1.46383E-13
UTRN,5.29874E-18,0.298511949,0.648,0.446,1.48206E-13
SNCA,5.40346E-18,0.397212704,0.126,0.031,1.51135E-13
FAM20A,5.44681E-18,0.277763092,0.156,0.048,1.52347E-13
SRSF11,5.55494E-18,-0.660514008,0.651,0.682,1.55372E-13
AC007098.1,5.87509E-18,0.30782579,0.142,0.041,1.64326E-13
ST13,5.93564E-18,-0.556415734,0.114,0.214,1.6602E-13
SPATA6,6.20715E-18,0.312821025,0.455,0.273,1.73614E-13
NLN,6.23686E-18,0.389917067,0.199,0.08,1.74445E-13
ZNF75D,6.28355E-18,-0.644632831,0.133,0.238,1.75751E-13
MIR29B2CHG,6.52257E-18,-0.619021483,0.192,0.302,1.82436E-13
CYP3A5,6.56683E-18,-1.156368811,0.25,0.361,1.83674E-13
MAP3K20,6.59443E-18,0.270993848,0.171,0.058,1.84446E-13
AKAP12,6.71069E-18,0.43331485,0.6,0.387,1.87698E-13
EPB41,7.04388E-18,0.378878257,0.514,0.329,1.97017E-13
CRYAB,7.18928E-18,-1.109872509,0.175,0.272,2.01084E-13
AVEN,7.33286E-18,0.423738275,0.341,0.185,2.051E-13
ACAT1,7.4679E-18,-0.562671074,0.146,0.253,2.08877E-13
CYP4V2,7.7717E-18,-0.593452501,0.102,0.2,2.17374E-13
KIAA1549,7.84672E-18,-0.630444488,0.261,0.373,2.19473E-13
HMBOX1,8.31266E-18,0.293289926,0.518,0.321,2.32505E-13
OGFRL1,9.21397E-18,0.293633464,0.194,0.075,2.57715E-13
DIS3L2,9.34624E-18,0.257240697,0.584,0.381,2.61414E-13
IRS1,1.09177E-17,0.401273289,0.223,0.099,3.05369E-13
NKAIN3,1.15627E-17,0.340966053,0.138,0.038,3.23408E-13
SERPING1,1.16101E-17,0.25317916,0.136,0.038,3.24735E-13
TIMD4,1.28641E-17,0.40317295,0.206,0.088,3.59809E-13
RPL23,1.28666E-17,-0.358761299,0.048,0.129,3.59878E-13
PIGU,1.31144E-17,0.322503732,0.256,0.119,3.6681E-13
AK3,1.32617E-17,-0.630630413,0.319,0.437,3.7093E-13
MGLL,1.37181E-17,0.337912264,0.276,0.132,3.83696E-13
CDR2,1.47678E-17,0.347882674,0.678,0.474,4.13057E-13
GABARAPL1,1.54513E-17,-0.421347719,0.079,0.172,4.32174E-13
PPARGC1A,1.55325E-17,-0.534976493,0.504,0.616,4.34445E-13
SLC2A11,1.5728E-17,-0.535222772,0.086,0.181,4.39912E-13
GXYLT2,1.69934E-17,0.351193549,0.122,0.03,4.75305E-13
TENM3,1.71016E-17,0.502423967,0.39,0.23,4.78331E-13
TMEM184B,1.74128E-17,0.372418207,0.191,0.076,4.87035E-13
NHS,1.86323E-17,0.502707763,0.906,0.819,5.21145E-13
TMEM44,1.86679E-17,0.278142419,0.112,0.024,5.22141E-13
CERS5,1.87535E-17,0.301726959,0.272,0.133,5.24535E-13
ACER3,1.88503E-17,0.278141945,0.416,0.24,5.27244E-13
TTC27,1.94889E-17,0.321818217,0.347,0.189,5.45103E-13
COP1,2.02179E-17,0.321850556,0.729,0.513,5.65494E-13
SHMT1,2.17828E-17,-0.637502003,0.219,0.331,6.09265E-13
AC008514.1,2.22167E-17,0.324093503,0.113,0.025,6.214E-13
ANKRD33B,2.31179E-17,0.43952517,0.501,0.322,6.46607E-13
C15orf41,2.35241E-17,0.298269365,0.266,0.128,6.57969E-13
GLIS1,2.49997E-17,-0.617606242,0.271,0.383,6.99242E-13
FEZ2,2.60173E-17,0.305509958,0.384,0.221,7.27704E-13
MTCH1,2.72928E-17,-0.585187965,0.146,0.247,7.63379E-13
ZNF486,2.76443E-17,0.417093414,0.17,0.062,7.73212E-13
AC079804.3,2.77378E-17,0.386849729,0.14,0.044,7.75827E-13
YAP1,2.83869E-17,0.302666647,0.673,0.465,7.93983E-13
ARHGEF12,2.88093E-17,0.320576179,0.771,0.573,8.05795E-13
NABP1,2.97535E-17,0.341429513,0.311,0.163,8.32205E-13
GK5,3.04539E-17,0.320144985,0.316,0.17,8.51796E-13
ZNF565,3.08606E-17,0.315845028,0.179,0.068,8.63172E-13
SPATS2,3.51189E-17,0.304989362,0.443,0.264,9.82276E-13
DCDC1,3.82075E-17,0.319635799,0.451,0.28,1.06866E-12
B4GALT1,3.93498E-17,0.322421949,0.322,0.165,1.10061E-12
LINC01515,3.96477E-17,-0.609878429,0.4,0.503,1.10895E-12
ANXA11,3.97213E-17,0.361436938,0.376,0.213,1.11101E-12
CDH22,4.05853E-17,0.30170202,0.121,0.03,1.13517E-12
NIBAN1,4.1444E-17,0.258551489,0.103,0.02,1.15919E-12
WDR35,4.2029E-17,0.305667366,0.333,0.181,1.17555E-12
C19orf12,4.33747E-17,-0.502065362,0.072,0.158,1.21319E-12
RNF182,4.36059E-17,0.35804162,0.129,0.035,1.21966E-12
AC018467.1,4.49795E-17,-0.795554178,0.329,0.437,1.25808E-12
AC090825.1,4.51714E-17,0.346951112,0.27,0.133,1.26344E-12
NOL10,4.56902E-17,0.278259544,0.373,0.207,1.27795E-12
CEMIP2,4.76032E-17,0.254931922,0.401,0.225,1.33146E-12
AL357873.1,4.9337E-17,0.421256039,0.158,0.056,1.37996E-12
FAM184A,4.97546E-17,-0.507483123,0.115,0.215,1.39164E-12
BDH1,5.14053E-17,-0.502834863,0.045,0.12,1.43781E-12
AL157938.3,5.15278E-17,0.319246291,0.106,0.023,1.44123E-12
PDXDC1,5.17958E-17,0.298049469,0.456,0.28,1.44873E-12
ARNT,5.61183E-17,0.291393662,0.34,0.186,1.56963E-12
KLRG2,5.72533E-17,0.439378641,0.13,0.036,1.60137E-12
TMEM267,5.82956E-17,0.323736894,0.2,0.083,1.63053E-12
IQCN,5.83009E-17,0.259860364,0.133,0.037,1.63068E-12
SH3D19,6.01395E-17,0.394481257,0.718,0.527,1.6821E-12
AL353138.1,6.01994E-17,0.428724202,0.119,0.03,1.68378E-12
ITGA5,6.22107E-17,0.33603992,0.11,0.024,1.74003E-12
PEMT,6.32527E-17,-0.557321649,0.081,0.171,1.76918E-12
TRAF3IP2-AS1,6.53471E-17,0.297329608,0.365,0.205,1.82776E-12
ANKUB1,6.71597E-17,0.360100546,0.255,0.125,1.87846E-12
NARS2,6.83156E-17,0.325326537,0.359,0.199,1.91079E-12
AC068888.1,7.05062E-17,0.347100286,0.153,0.053,1.97206E-12
PCA3,7.49349E-17,0.476057497,0.241,0.117,2.09593E-12
EMCN,7.59167E-17,-0.409172976,0.046,0.122,2.12339E-12
YEATS2,8.09553E-17,0.2726813,0.304,0.155,2.26432E-12
SSPN,8.24659E-17,0.350402509,0.106,0.022,2.30657E-12
COL23A1,8.45873E-17,0.329702352,0.424,0.247,2.36591E-12
PLEKHG1,8.46031E-17,0.323638584,0.408,0.235,2.36635E-12
CCDC40,8.57702E-17,0.276749852,0.231,0.102,2.39899E-12
AC068587.4,8.76706E-17,0.344914279,0.349,0.198,2.45215E-12
TRIM44,8.9675E-17,0.256008814,0.623,0.408,2.50821E-12
SCRN2,9.01245E-17,-0.433827608,0.042,0.116,2.52078E-12
SH3PXD2B,9.6113E-17,0.300674597,0.13,0.036,2.68828E-12
C10orf67,9.70426E-17,-0.39517988,0.038,0.111,2.71428E-12
NUP93,1.00985E-16,0.272512695,0.188,0.075,2.82455E-12
NFIA,1.07427E-16,0.294324509,0.859,0.674,3.00472E-12
BBS9,1.07479E-16,0.329840562,0.758,0.568,3.0062E-12
SHTN1,1.08474E-16,0.338104189,0.553,0.357,3.03402E-12
KCNQ1,1.11181E-16,-0.418360925,0.063,0.147,3.10974E-12
AC243964.3,1.13315E-16,0.406410692,0.165,0.062,3.16943E-12
PDE4DIP,1.1905E-16,-0.61753821,0.1,0.191,3.32983E-12
BACH1,1.20873E-16,0.357207173,0.561,0.367,3.3808E-12
TRAM1,1.21323E-16,0.256290848,0.288,0.144,3.39341E-12
NTM,1.28037E-16,0.755076686,0.113,0.028,3.58118E-12
PRMT2,1.2926E-16,0.276738213,0.37,0.205,3.6154E-12
INO80,1.33187E-16,0.319247558,0.456,0.281,3.72523E-12
CAMSAP2,1.35564E-16,0.279201637,0.463,0.281,3.79173E-12
ATP5ME,1.36855E-16,-0.367045227,0.038,0.109,3.82784E-12
CBFB,1.40199E-16,0.353101262,0.402,0.236,3.92137E-12
ANO6,1.47E-16,0.297942641,0.448,0.268,4.1116E-12
MATN2,1.47441E-16,0.26616865,0.135,0.04,4.12393E-12
GAK,1.55835E-16,-0.651963818,0.224,0.323,4.35871E-12
RNPC3,1.56235E-16,-0.700437123,0.361,0.473,4.3699E-12
LAMB1,1.58354E-16,0.269889862,0.599,0.41,4.42916E-12
ARHGAP31,1.66461E-16,0.334384961,0.257,0.124,4.65592E-12
ESR2,1.67498E-16,0.370120682,0.213,0.096,4.68493E-12
AC098829.1,1.68316E-16,-1.082026854,0.178,0.281,4.70779E-12
GSK3B,1.69552E-16,0.29493361,0.719,0.514,4.74238E-12
LINC01572,1.70457E-16,0.328924678,0.375,0.215,4.76769E-12
AC003681.1,1.76267E-16,0.34146051,0.118,0.032,4.93019E-12
EXOC6,1.83154E-16,0.276919145,0.367,0.207,5.12282E-12
RNF24,1.83831E-16,0.307941912,0.222,0.098,5.14174E-12
PLEKHH1,1.97369E-16,0.388365196,0.232,0.112,5.52041E-12
AC087854.1,1.97518E-16,0.301664799,0.134,0.041,5.52457E-12
VAMP2,1.9899E-16,-0.596033805,0.116,0.212,5.56576E-12
SBF2,2.09183E-16,0.313265701,0.846,0.692,5.85084E-12
PPFIA2,2.26145E-16,-0.458158351,0.056,0.135,6.32528E-12
GRHL2,2.52882E-16,-0.459045836,0.065,0.149,7.07311E-12
TAOK1,2.55006E-16,0.290815949,0.662,0.459,7.13252E-12
MIATNB,2.57514E-16,0.305882288,0.192,0.079,7.20267E-12
CLCF1,2.61323E-16,0.271916925,0.206,0.088,7.30922E-12
GPS1,2.69107E-16,-0.431301382,0.036,0.103,7.52691E-12
KCNJ16,2.76492E-16,-0.459068733,0.655,0.729,7.73349E-12
NDST1,2.86587E-16,0.321102831,0.238,0.112,8.01583E-12
KATNBL1,2.87973E-16,0.298693581,0.428,0.258,8.0546E-12
DNM3,3.04619E-16,0.34975391,0.361,0.208,8.52019E-12
