,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
ATP9A,4.9687E-269,0.689496009,0.232,0.058,1.3897E-264
SLC30A2,7.3773E-269,-0.407586652,0.005,0.126,2.0634E-264
AL360169.3,1.4092E-268,-0.393068434,0.002,0.117,3.9414E-264
STRN3,8.6392E-268,0.832640896,0.715,0.562,2.4164E-263
PPP1R9A,2.83E-267,0.760912577,0.738,0.599,7.9156E-263
BRD9,3.2034E-267,-0.748736024,0.183,0.401,8.9598E-263
DMXL2,1.7433E-266,-0.66140215,0.324,0.552,4.8761E-262
MPC1,1.7818E-266,-0.581897403,0.119,0.327,4.9838E-262
ULK3,2.6926E-266,-0.559537744,0.065,0.239,7.5313E-262
TPK1,5.4675E-266,0.954723667,0.369,0.171,1.5293E-261
SNX5,7.7127E-266,-0.655329843,0.131,0.334,2.1572E-261
CYP27B1,1.2828E-265,-0.363564444,0.002,0.118,3.5879E-261
TMC1,1.8305E-265,-0.686199011,0.012,0.14,5.1199E-261
HPGD,1.3578E-264,-0.457620483,0.021,0.162,3.7979E-260
AL591519.1,1.7492E-264,-0.765005133,0.186,0.412,4.8924E-260
PEBP1,2.6143E-264,-0.643105564,0.19,0.409,7.3121E-260
LINC02021,2.9624E-264,-0.519636141,0.025,0.17,8.2859E-260
TTYH3,6.9722E-264,-0.694841569,0.223,0.45,1.9501E-259
LAMB1,1.3071E-263,0.853766543,0.581,0.394,3.6559E-259
ETV6,1.9136E-263,0.841514544,0.601,0.374,5.3522E-259
PLA2G12B,1.9305E-263,-0.44135439,0.007,0.128,5.3996E-259
C3orf85,3.8982E-263,-0.446682867,0.003,0.118,1.0903E-258
LINC00955,7.645E-263,-0.451823853,0.011,0.139,2.1383E-258
KCNC3,1.0148E-262,-0.566102311,0.064,0.239,2.8384E-258
TUBGCP2,2.407E-262,-0.663658308,0.168,0.382,6.7325E-258
RPL6,2.5843E-262,-0.413245624,0.023,0.162,7.2283E-258
SHPK,4.8579E-262,-0.584280347,0.101,0.301,1.3587E-257
LRRN2,5.7538E-262,0.746322751,0.203,0.042,1.6094E-257
PLEKHA4,7.1817E-262,0.538447728,0.143,0.01,2.0087E-257
C10orf67,1.1092E-261,-0.561161618,0.05,0.217,3.1023E-257
LINC02532,1.3112E-261,0.822845571,0.834,0.779,3.6675E-257
CXADR,1.6778E-261,0.645892211,0.213,0.049,4.6929E-257
PCED1B,5.2722E-261,0.735582761,0.22,0.052,1.4746E-256
NOS1AP,1.0981E-260,0.842452752,0.391,0.183,3.0713E-256
ENPP3,2.43E-260,-0.71296175,0.104,0.3,6.7967E-256
LRRK2,3.9168E-260,0.853614272,0.641,0.456,1.0955E-255
KDM4B,4.6391E-260,-0.72676276,0.249,0.472,1.2976E-255
ECI2,8.8695E-260,-0.545495185,0.062,0.233,2.4808E-255
KCNG2,2.6439E-259,-0.509067094,0.001,0.111,7.395E-255
OPCML,4.42E-259,-0.543412621,0.008,0.13,1.2363E-254
EIF1B-AS1,5.0857E-259,-0.669709403,0.181,0.407,1.4225E-254
ST3GAL6,7.0179E-259,-0.584231533,0.114,0.308,1.9629E-254
AL359232.1,1.3358E-258,-0.734409092,0.224,0.454,3.7362E-254
ZNF532,6.3183E-258,0.83370308,0.334,0.144,1.7672E-253
AC104035.1,6.5604E-258,0.77490207,0.16,0.02,1.8349E-253
PELI1,6.6037E-258,0.919049738,0.389,0.183,1.8471E-253
PNISR,1.094E-257,-0.597368925,0.696,0.846,3.0598E-253
HNRNPDL,1.7304E-257,-0.656723339,0.213,0.426,4.84E-253
MICAL3,1.9392E-257,1.042613093,0.685,0.562,5.424E-253
LRRC8D,3.4236E-257,-0.649805438,0.387,0.62,9.5757E-253
EML4,3.8536E-257,0.73376435,0.689,0.511,1.0778E-252
CLDN4,4.3618E-257,0.485832748,0.17,0.024,1.22E-252
AC020558.1,5.7071E-257,-0.485348766,0.006,0.124,1.5963E-252
DCDC1,7.3246E-257,0.8428382,0.418,0.219,2.0487E-252
MYRF,8.8974E-257,0.656334405,0.184,0.033,2.4886E-252
MAP3K13,2.8363E-256,-0.618563488,0.576,0.779,7.9333E-252
MIR34AHG,3.4995E-256,0.660076687,0.151,0.015,9.7882E-252
KATNAL2,5.7602E-256,-0.552102321,0.086,0.276,1.6111E-251
SEMA3B,5.9868E-256,-0.59867748,0.098,0.282,1.6745E-251
CYP4V2,2.0608E-255,-0.58577268,0.105,0.3,5.764E-251
LINGO2,3.8355E-255,-0.684074757,0.161,0.379,1.0728E-250
PDZK1IP1,4.0748E-255,-0.63071967,0.184,0.398,1.1397E-250
QPRT,7.6103E-255,-0.498711252,0.03,0.175,2.1286E-250
OSMR-AS1,2.2152E-254,0.754581303,0.257,0.082,6.1958E-250
PPM1L,2.7302E-254,-0.631506417,0.211,0.445,7.6363E-250
SMURF1,3.9285E-254,0.833929013,0.546,0.355,1.0988E-249
AC034114.2,5.6559E-254,-0.518421212,0.005,0.12,1.582E-249
SCRN1,1.2575E-253,0.619058039,0.177,0.03,3.5172E-249
AC079781.5,2.0552E-253,0.821384757,0.353,0.161,5.7485E-249
ZNF697,3.1099E-253,-0.494188619,0.06,0.231,8.6984E-249
GRINA,4.2281E-253,-0.495017614,0.03,0.172,1.1826E-248
RERGL,1.1076E-252,-0.685181514,0.016,0.146,3.0979E-248
EDN1,1.227E-252,0.657455555,0.188,0.035,3.4318E-248
RASA3,6.4373E-252,0.540293253,0.14,0.011,1.8005E-247
ALDH1A2,7.6038E-252,0.806821991,0.28,0.096,2.1268E-247
DGKB,8.6907E-252,-0.708939555,0.079,0.257,2.4308E-247
ANKRD36C,1.0963E-251,0.877315008,0.387,0.186,3.0664E-247
EPHB2,3.1848E-251,0.7196565,0.139,0.011,8.9078E-247
TAPT1-AS1,1.1065E-250,-0.619187869,0.369,0.616,3.095E-246
SCN9A,1.1565E-250,-0.738184798,0.15,0.355,3.2348E-246
RRAS2,1.3132E-250,0.978337393,0.532,0.347,3.673E-246
ZNF385B,1.4222E-250,-0.582369732,0.263,0.511,3.978E-246
STRIT1,1.5232E-250,-0.450515302,0.002,0.109,4.2603E-246
HSDL2,2.3021E-250,-0.588045262,0.2,0.428,6.439E-246
PRKX,8.8458E-250,0.841842554,0.231,0.066,2.4742E-245
PUM1,1.2043E-249,0.757734692,0.703,0.552,3.3683E-245
PTPRD,1.5751E-249,0.719317334,0.841,0.78,4.4055E-245
CDH16,1.6482E-249,-0.453310288,0.091,0.276,4.61E-245
UGT1A6,6.3919E-249,-0.428905178,0.008,0.126,1.7878E-244
GON4L,8.2598E-249,-0.713136941,0.334,0.562,2.3103E-244
AGMO,8.4829E-249,-0.656709051,0.258,0.492,2.3727E-244
ZNF91,9.3498E-249,-0.690740729,0.365,0.583,2.6151E-244
DIAPH3,1.1671E-248,0.799792861,0.198,0.042,3.2645E-244
AC068051.1,1.6992E-248,0.831015165,0.189,0.038,4.7528E-244
KIFC2,7.6754E-248,-0.585035467,0.081,0.256,2.1468E-243
SUPT3H,8.3611E-248,0.827256968,0.614,0.443,2.3386E-243
TIAM1,1.0012E-247,-0.427552359,0.026,0.165,2.8003E-243
APBA1,1.09E-247,0.861841275,0.233,0.066,3.0487E-243
SETD3,1.518E-247,-0.608255838,0.288,0.522,4.2458E-243
RAB8B,2.5287E-247,0.78857314,0.353,0.16,7.0729E-243
AC099792.1,4.7716E-247,0.618182878,0.123,0.004,1.3346E-242
AXL,6.084E-247,0.534657297,0.128,0.007,1.7017E-242
SYNPO2,7.6256E-247,0.508337252,0.143,0.013,2.1329E-242
UGT1A9,1.2231E-246,-0.395002102,0.001,0.107,3.4211E-242
ALPL,1.2528E-246,-0.480932003,0.008,0.125,3.5042E-242
MCC,2.2087E-246,0.814753192,0.327,0.14,6.1778E-242
CARHSP1,2.2626E-246,0.708660909,0.253,0.08,6.3285E-242
ACADM,6.2785E-246,-0.599465666,0.151,0.361,1.7561E-241
AP003400.1,1.2692E-245,-0.768773184,0.057,0.219,3.5501E-241
PDZRN3,3.1335E-245,-0.615274555,0.318,0.561,8.7643E-241
CFAP221,3.388E-245,0.853845418,0.304,0.123,9.4762E-241
PALM3,4.2369E-245,-0.486460735,0.017,0.144,1.1851E-240
HADH,6.911E-245,-0.549982274,0.126,0.326,1.933E-240
DMKN,7.3045E-245,0.492403055,0.149,0.017,2.0431E-240
AIF1L,7.4527E-245,0.811710286,0.334,0.149,2.0845E-240
PARP14,7.8608E-245,0.689897501,0.385,0.179,2.1987E-240
RGL1,1.8998E-244,-0.690806953,0.314,0.535,5.3137E-240
LRRK1,2.6619E-244,0.495837201,0.119,0.003,7.4452E-240
SON,4.088E-244,-0.674171209,0.472,0.671,1.1434E-239
NEDD9,4.6925E-244,0.888547347,0.592,0.41,1.3125E-239
AMOTL1,6.5031E-244,0.710129653,0.251,0.081,1.8189E-239
DIAPH2,1.0642E-243,0.763082972,0.601,0.401,2.9764E-239
AC015845.2,2.7045E-243,-0.432284958,0.011,0.13,7.5645E-239
TCL6,2.9801E-243,-0.46139724,0.002,0.107,8.3354E-239
CD83,3.7621E-243,-0.392386003,0.003,0.111,1.0523E-238
RAB31,4.307E-243,0.63197405,0.212,0.052,1.2047E-238
ZNF609,6.026E-243,0.739442565,0.682,0.518,1.6855E-238
LOXL1,1.3712E-242,0.566443282,0.13,0.008,3.8352E-238
SLC2A4RG,2.8351E-242,-0.630384443,0.165,0.364,7.9297E-238
DLC1,4.3355E-242,0.724580928,0.275,0.093,1.2127E-237
FYB2,4.3801E-242,0.848711871,0.396,0.204,1.2251E-237
CAT,4.4913E-242,-0.547157786,0.124,0.317,1.2562E-237
PRICKLE2,4.846E-242,0.797656663,0.661,0.531,1.3554E-237
ELL2,6.8259E-242,-0.589289952,0.417,0.606,1.9092E-237
ADD1,9.2613E-242,-0.655644576,0.414,0.621,2.5904E-237
TMEM63A,2.9675E-241,-0.627246145,0.154,0.357,8.3001E-237
BRD2,3.5913E-241,-0.66192245,0.134,0.323,1.0045E-236
ARHGAP10,5.7685E-241,-0.614480978,0.425,0.632,1.6134E-236
AC092078.2,6.9672E-241,-0.445510146,0.004,0.113,1.9487E-236
JMJD1C,9.2181E-241,0.659365463,0.873,0.809,2.5783E-236
TPCN2,1.0563E-240,-0.592851769,0.076,0.247,2.9544E-236
COL1A2,1.3633E-240,0.453255031,0.134,0.01,3.8131E-236
AQP7,1.5238E-240,-0.516559682,0.034,0.176,4.262E-236
GCDH,1.8032E-240,-0.503457542,0.03,0.168,5.0434E-236
GPR89B,2.397E-240,-0.559869553,0.078,0.251,6.7044E-236
SRSF2,2.4502E-240,-0.463121745,0.094,0.273,6.8531E-236
FOXP1,2.4879E-240,0.714107201,0.797,0.69,6.9587E-236
NTRK2,3.603E-240,0.735225994,0.195,0.044,1.0078E-235
MTHFS,4.9375E-240,-0.615013145,0.178,0.389,1.381E-235
LDLRAD3,6.9365E-240,0.722362077,0.211,0.054,1.9402E-235
BACE2,9.3573E-240,0.838946572,0.294,0.113,2.6172E-235
AC022784.1,1.3222E-239,-0.461454606,0.025,0.16,3.6982E-235
RPL19,2.1001E-239,-0.272995305,0.004,0.111,5.874E-235
VSTM4,2.9763E-239,-0.582294306,0.073,0.245,8.3246E-235
TNFRSF12A,3.618E-239,0.367497531,0.151,0.018,1.0119E-234
PLK2,7.1222E-239,0.507380519,0.121,0.005,1.9921E-234
LINC00862,9.7304E-239,-0.508352813,0.028,0.164,2.7216E-234
LTBP1,1.4786E-238,0.727271809,0.229,0.066,4.1357E-234
UGT1A7,1.5713E-238,-0.398756974,0.002,0.106,4.395E-234
CPVL,1.6332E-238,0.741789098,0.287,0.11,4.568E-234
AC010789.1,2.3568E-238,-0.584653478,0.053,0.211,6.592E-234
AC233296.1,4.7918E-238,0.712304948,0.129,0.009,1.3403E-233
MOGAT1,8.662E-238,-0.523834432,0.007,0.118,2.4228E-233
TBX2,1.6854E-237,-0.651708571,0.128,0.316,4.714E-233
TTC21B,7.7486E-237,-0.65492967,0.209,0.423,2.1673E-232
TANK,1.0845E-236,0.818546901,0.478,0.285,3.0335E-232
RDX,1.5605E-236,-1.12309454,0.388,0.583,4.3646E-232
ARID5B,4.4462E-236,0.921323513,0.687,0.531,1.2436E-231
SEMA5A,4.7629E-236,1.022473654,0.564,0.401,1.3322E-231
STAG1,7.3045E-236,0.697771176,0.781,0.66,2.0431E-231
GALM,7.6062E-236,-0.61896038,0.218,0.435,2.1275E-231
MAP4,1.3367E-235,0.76672143,0.713,0.579,3.7389E-231
TFEC,1.9344E-235,-0.619217421,0.106,0.285,5.4105E-231
DAO,3.9235E-235,-0.470757734,0.01,0.125,1.0974E-230
TIMD4,4.3551E-235,0.683414911,0.166,0.029,1.2181E-230
CLK1,9.7723E-235,-0.553197426,0.147,0.338,2.7333E-230
ALAD,1.1141E-234,-0.494027944,0.029,0.163,3.1162E-230
UBE2H,1.1739E-234,0.823343821,0.752,0.625,3.2834E-230
NCS1,8.7952E-234,-0.511164121,0.087,0.266,2.46E-229
MT-ATP8,9.8562E-234,-0.324444532,0.001,0.101,2.7568E-229
SLC22A24,1.0447E-233,-0.711699832,0.034,0.174,2.9221E-229
AC098617.1,1.9955E-233,0.727617563,0.15,0.02,5.5814E-229
SLC37A4,2.7342E-233,-0.499883254,0.048,0.198,7.6476E-229
G0S2,4.0059E-233,-0.350357645,0.003,0.105,1.1205E-228
CFAP54,5.6742E-233,0.657031807,0.159,0.025,1.5871E-228
SCN7A,6.3802E-233,-0.657574221,0.077,0.242,1.7845E-228
CAMK2D,7.4024E-233,0.779329777,0.62,0.44,2.0704E-228
ETFB,1.7676E-232,-0.4369683,0.031,0.166,4.9441E-228
PLCL1,2.7841E-232,-0.59094303,0.622,0.792,7.7871E-228
CALCB,4.3012E-232,-0.588859184,0.038,0.182,1.203E-227
RPL37,1.3338E-231,-0.408806849,0.045,0.193,3.7307E-227
GLIS1,1.9386E-231,-0.602798356,0.309,0.54,5.4224E-227
PTPRF,3.0535E-231,0.780519264,0.325,0.144,8.5407E-227
SMURF2,3.3301E-231,0.806011766,0.518,0.34,9.3142E-227
PPP4R1,3.5903E-231,0.822680467,0.408,0.224,1.0042E-226
ZBTB7C,5.481E-231,0.677710986,0.15,0.021,1.533E-226
TGFBR2,6.1147E-231,0.995606928,0.461,0.275,1.7103E-226
FAS,8.9706E-231,0.544287992,0.148,0.019,2.5091E-226
HS6ST2,1.2046E-230,-0.380242079,0.018,0.14,3.3693E-226
CCDC198,1.6346E-230,0.722960735,0.737,0.61,4.572E-226
SH3BP5,2.4867E-230,-0.65876667,0.107,0.281,6.9552E-226
PEX13,3.6624E-230,-0.551952763,0.066,0.228,1.0244E-225
TRIP11,3.7027E-230,-0.68175736,0.296,0.516,1.0356E-225
PPP1R26-AS1,8.4796E-230,-0.565994413,0.092,0.273,2.3717E-225
KHDRBS1,1.0003E-229,0.807058407,0.419,0.237,2.798E-225
BDH2,1.023E-229,-0.564710316,0.099,0.273,2.8613E-225
AC087564.1,2.6813E-229,-0.65994972,0.251,0.479,7.4995E-225
UGT2B7,3.1942E-229,0.743843303,0.721,0.562,8.9341E-225
GAREM1,4.424E-229,0.766356926,0.731,0.6,1.2374E-224
PNRC1,4.5257E-229,-0.405487563,0.017,0.137,1.2658E-224
AL079338.1,5.6544E-229,0.703102494,0.133,0.012,1.5815E-224
CEP135,2.9285E-228,-0.630976314,0.141,0.337,8.1909E-224
RPS28,4.5455E-228,-0.358112961,0.025,0.155,1.2714E-223
NOTCH2,4.9023E-228,0.721149318,0.317,0.137,1.3712E-223
LONRF3,1.4903E-227,-0.620225746,0.052,0.201,4.1683E-223
EIF5,2.1821E-227,-0.626055637,0.131,0.31,6.1034E-223
AC244131.2,2.7908E-227,-0.620422778,0.05,0.2,7.8059E-223
LINC00598,3.045E-227,-0.598958387,0.062,0.221,8.5169E-223
AL845331.2,3.5743E-227,-0.405211839,0.002,0.102,9.9974E-223
VWA8,3.8908E-227,-0.572676985,0.588,0.78,1.0883E-222
LNPEP,9.3544E-227,0.830937115,0.446,0.272,2.6164E-222
DCLK1,1.1101E-226,0.623158698,0.147,0.019,3.1049E-222
DDX3Y,1.1253E-226,-0.298213168,0.01,0.121,3.1473E-222
PPP1R16A,2.6024E-226,-0.587248929,0.108,0.285,7.2789E-222
NAT1,3.9261E-226,-0.427854209,0.009,0.12,1.0981E-221
MYO1C,4.6949E-226,0.575384926,0.199,0.049,1.3132E-221
FOCAD,7.0945E-226,0.832138452,0.477,0.306,1.9843E-221
AC019117.1,3.7792E-225,0.721088662,0.157,0.026,1.057E-220
IL4R,5.9975E-225,0.525365845,0.176,0.035,1.6775E-220
GRIA3,8.1933E-225,-0.624006054,0.07,0.227,2.2917E-220
AP000345.2,1.2633E-224,-0.447916113,0.011,0.121,3.5335E-220
LRRC28,1.2718E-224,-0.625781744,0.231,0.444,3.5572E-220
CCNL1,1.4456E-224,-0.608156653,0.414,0.601,4.0433E-220
AL035458.2,2.0677E-224,-0.496837423,0.022,0.147,5.7833E-220
TUB,2.9881E-224,-0.518466202,0.044,0.187,8.3578E-220
CDHR2,4.3057E-224,-0.449454742,0.033,0.17,1.2043E-219
PPP1R21,4.822E-224,-0.622370534,0.432,0.635,1.3487E-219
ACBD4,6.6625E-224,-0.496358201,0.056,0.208,1.8635E-219
AC034226.1,1.1246E-223,-0.391969263,0.006,0.112,3.1454E-219
CAP2,1.6107E-223,0.763971973,0.324,0.145,4.5052E-219
AKR1A1,2.2285E-223,-0.624511717,0.146,0.331,6.2332E-219
SATB2,3.6576E-223,0.878090952,0.258,0.091,1.023E-218
ZMAT1,8.3152E-223,-0.668364325,0.326,0.547,2.3258E-218
SSTR2,9.1943E-223,-0.423508852,0.005,0.108,2.5716E-218
AATK,1.0348E-222,-0.463498059,0.022,0.144,2.8944E-218
MICAL2,6.7496E-222,0.619380193,0.146,0.02,1.8879E-217
ACSS2,1.0723E-221,-0.577714481,0.276,0.495,2.9994E-217
MSN,3.9406E-221,0.815086456,0.446,0.254,1.1022E-216
ABHD17B,4.1576E-221,-0.590632488,0.083,0.247,1.1629E-216
ASB13,6.1032E-221,-0.513204879,0.044,0.187,1.7071E-216
LAMA3,1.4244E-220,0.662213075,0.145,0.02,3.9841E-216
CLIP2,1.629E-220,0.569735747,0.153,0.024,4.5563E-216
MYO7B,1.8818E-220,-0.522798109,0.105,0.287,5.2633E-216
MAT2A,2.7861E-220,-0.534127914,0.121,0.296,7.7928E-216
ITPR3,2.8483E-220,0.462047885,0.13,0.012,7.9667E-216
MYOM2,2.9388E-220,-0.399248418,0.011,0.121,8.2199E-216
AC104695.4,3.8086E-220,0.564737114,0.135,0.016,1.0653E-215
GPR173,4.3311E-220,0.453143348,0.12,0.008,1.2114E-215
TOPORS,6.6162E-220,-0.5317698,0.044,0.184,1.8506E-215
ADAMTS9,8.9429E-220,0.861771675,0.56,0.381,2.5013E-215
ABCC4,1.0977E-218,0.72502794,0.659,0.506,3.0703E-214
PCYT2,2.5638E-218,-0.377369118,0.016,0.13,7.1709E-214
THOC2,4.1596E-218,-0.596648747,0.499,0.686,1.1634E-213
PRKN,4.8818E-218,-0.515926728,0.785,0.892,1.3654E-213
LTBP2,9.6868E-218,0.725276042,0.138,0.018,2.7094E-213
OSBPL10,1.2998E-217,0.694503573,0.784,0.686,3.6356E-213
BMPR2,2.8932E-217,0.716392396,0.669,0.501,8.0924E-213
CDC42SE2,5.4182E-217,0.799478118,0.557,0.369,1.5155E-212
AC107021.1,7.673E-217,0.474490131,0.104,0.002,2.1461E-212
STPG3-AS1,9.864E-217,-0.387091626,0.005,0.104,2.759E-212
MAOA,2.2218E-216,-0.481149253,0.125,0.317,6.2143E-212
SYT6,3.5551E-216,-0.432610343,0.004,0.103,9.9437E-212
PBLD,3.7171E-216,-0.571653072,0.17,0.369,1.0397E-211
RFX2,4.3153E-216,0.766478253,0.277,0.106,1.207E-211
RCAN1,6.2554E-216,1.046399117,0.428,0.242,1.7496E-211
MPHOSPH8,1.6692E-215,-0.65618774,0.269,0.476,4.6687E-211
CFH,2.1669E-215,0.683962071,0.158,0.028,6.0607E-211
RPL12,2.3808E-215,-0.322464591,0.012,0.122,6.659E-211
PTBP2,2.585E-215,0.714696906,0.602,0.432,7.2304E-211
MYEF2,3.413E-215,0.767999694,0.394,0.219,9.5462E-211
ARL4C,3.925E-215,0.382553501,0.119,0.008,1.0978E-210
AC006230.1,1.1772E-214,0.544836246,0.152,0.025,3.2927E-210
GCH1,1.2254E-214,-0.507478259,0.05,0.191,3.4274E-210
AC007656.2,1.4077E-214,0.515143473,0.104,0.002,3.9372E-210
SLC16A1,1.451E-214,-0.449773188,0.025,0.147,4.0583E-210
EPB41L1,2.138E-214,0.819997485,0.487,0.321,5.9801E-210
RPL28,2.9247E-214,-0.334124851,0.029,0.157,8.1805E-210
HSPG2,5.7468E-214,0.466418039,0.182,0.041,1.6074E-209
AGPAT4,7.3202E-214,0.519217052,0.16,0.03,2.0475E-209
TMEM37,8.4849E-214,-0.486333967,0.057,0.205,2.3732E-209
PARVA,1.469E-213,0.79641549,0.378,0.205,4.1087E-209
SLC45A4,1.636E-213,-0.589361539,0.098,0.266,4.5759E-209
CASC9,2.1774E-213,0.828848523,0.208,0.059,6.0901E-209
AC096531.2,3.1657E-213,-0.582204433,0.042,0.179,8.8544E-209
TBC1D14,3.4159E-213,-0.561372107,0.257,0.47,9.5542E-209
IDH2,3.8252E-213,-0.363170303,0.049,0.193,1.0699E-208
ADAMTS10,5.3088E-213,0.490094464,0.111,0.006,1.4849E-208
C11orf49,1.2732E-212,0.731455587,0.603,0.45,3.561E-208
NGEF,5.2999E-212,-0.523107097,0.065,0.221,1.4824E-207
AC034111.2,2.0252E-211,-0.460664715,0.007,0.108,5.6644E-207
TP53I13,2.0624E-211,-0.566601374,0.069,0.217,5.7685E-207
L2HGDH,2.0771E-211,-0.550060155,0.186,0.39,5.8096E-207
TYMP,2.2626E-211,0.345667707,0.146,0.022,6.3284E-207
LINC00886,3.424E-211,-0.60010831,0.143,0.333,9.577E-207
NLGN1,4.1867E-211,-0.548599314,0.81,0.892,1.171E-206
ENPP2,6.0738E-211,-0.599597624,0.107,0.275,1.6988E-206
LINC02061,6.5993E-211,-0.533691782,0.011,0.117,1.8458E-206
SLCO4A1,6.8977E-211,-0.351815433,0.013,0.123,1.9293E-206
RHPN2,9.69E-211,0.880225891,0.43,0.261,2.7103E-206
PRPF38B,1.1148E-210,-0.672916664,0.244,0.439,3.1182E-206
PRELID2,1.3292E-210,0.733062933,0.288,0.119,3.7176E-206
GPC4,8.5805E-210,0.938541124,0.386,0.211,2.4E-205
ABCA5,1.2333E-209,-0.598075457,0.271,0.495,3.4497E-205
TRIM22,1.7407E-209,0.361279986,0.135,0.017,4.8688E-205
CEP152,2.1069E-209,-0.52208946,0.078,0.238,5.8929E-205
MAML3,3.4411E-209,0.771182858,0.596,0.418,9.6248E-205
SESTD1,1.7307E-208,0.765731306,0.494,0.316,4.8408E-204
SLC30A8,4.7572E-208,-0.784187229,0.016,0.127,1.3306E-203
KANTR,8.0675E-208,-0.565470089,0.189,0.389,2.2565E-203
RPL26,1.7209E-207,-0.357786591,0.02,0.135,4.8134E-203
CPEB4,4.9863E-207,-0.576817573,0.492,0.699,1.3947E-202
AC083870.1,6.0354E-207,0.605933327,0.193,0.051,1.6881E-202
IFI16,6.8955E-207,0.404958405,0.14,0.02,1.9287E-202
GOSR2,7.0713E-207,-0.580102776,0.132,0.311,1.9779E-202
NACA,1.391E-206,-0.302574307,0.014,0.121,3.8907E-202
SLC6A8,1.4496E-206,-0.409684282,0.039,0.172,4.0545E-202
ASAP1,1.4567E-206,0.746171458,0.547,0.357,4.0745E-202
PPIG,1.7305E-206,-0.650159345,0.366,0.564,4.8402E-202
TCF12,1.7802E-206,0.573732308,0.872,0.819,4.9793E-202
ADGRV1,2.8458E-206,-0.467588411,0.025,0.145,7.9597E-202
C1RL,3.3827E-206,0.659762721,0.237,0.083,9.4615E-202
SLC25A25,1.0488E-205,-0.46600216,0.053,0.193,2.9335E-201
MTCH1,1.148E-205,-0.538713496,0.151,0.328,3.2108E-201
PAK3,1.3404E-205,0.52812122,0.117,0.01,3.749E-201
ASPSCR1,1.8101E-205,-0.527308499,0.081,0.237,5.0629E-201
LINC02606,1.8207E-205,-0.605700484,0.014,0.122,5.0926E-201
PARM1,8.7076E-205,-0.624858224,0.09,0.252,2.4355E-200
TRAF3,8.9942E-205,0.698210457,0.365,0.182,2.5157E-200
AC104664.1,1.2369E-204,-0.584522948,0.011,0.114,3.4597E-200
GPR137B,1.537E-204,-0.564073419,0.201,0.399,4.2991E-200
CRYBG1,4.3023E-204,-0.498970652,0.139,0.322,1.2034E-199
TKFC,4.3093E-204,-0.408376462,0.016,0.124,1.2053E-199
AC092153.1,1.2457E-203,0.538182677,0.11,0.007,3.4843E-199
NET1,2.9555E-203,-0.511321365,0.075,0.229,8.2665E-199
PXDC1,3.4127E-203,0.594600896,0.19,0.051,9.5452E-199
SPARC,1.5493E-202,0.502219643,0.232,0.078,4.3333E-198
RPS18,2.6652E-202,-0.355862085,0.029,0.151,7.4546E-198
TEX2,2.7926E-202,-0.458956986,0.076,0.232,7.811E-198
CCDC14,3.2484E-202,0.711548939,0.505,0.329,9.0857E-198
EPHA2,1.724E-201,0.376547455,0.113,0.009,4.8221E-197
ATP8A1,2.0155E-201,0.797922574,0.332,0.164,5.6374E-197
STAT1,4.3548E-201,0.688948959,0.259,0.099,1.218E-196
TMEM163,6.8287E-201,0.668249121,0.162,0.034,1.91E-196
GPS1,7.8123E-201,-0.497398522,0.046,0.177,2.1851E-196
TSBP1-AS1,7.8488E-201,0.553682952,0.125,0.014,2.1953E-196
FGF2,1.2293E-200,0.501069438,0.135,0.02,3.4383E-196
PCBP1-AS1,2.693E-200,-0.615805276,0.228,0.423,7.5323E-196
TRMT11,4.4414E-200,-0.531762869,0.541,0.722,1.2423E-195
SLC44A5,7.3647E-200,0.719715281,0.224,0.074,2.0599E-195
PRSS8,1.8444E-199,-0.297007024,0.011,0.113,5.1588E-195
RUNDC3B,3.6314E-199,-0.583319665,0.111,0.282,1.0157E-194
SUSD3,3.6573E-199,-0.341841313,0.012,0.115,1.0229E-194
SGK3,3.8675E-199,-0.553380568,0.384,0.589,1.0817E-194
EEF1AKMT3,4.0398E-199,-0.3790065,0.019,0.129,1.1299E-194
TCP11L1,5.9779E-199,-0.530065762,0.127,0.304,1.672E-194
CLSTN2,7.5072E-199,1.357062726,0.419,0.238,2.0998E-194
CRY1,7.9431E-199,0.847784374,0.342,0.177,2.2217E-194
UAP1L1,1.0618E-198,-0.381622506,0.009,0.108,2.9699E-194
AC090150.1,1.2086E-198,-0.405981449,0.015,0.123,3.3803E-194
PLXDC2,7.5009E-198,0.670586589,0.845,0.829,2.098E-193
SDC2,7.5648E-198,0.75449556,0.307,0.143,2.1159E-193
RPL36,8.1417E-198,-0.414979027,0.062,0.206,2.2772E-193
CASTOR1,1.6888E-197,-0.324281733,0.007,0.103,4.7237E-193
AC002451.1,1.9982E-197,-0.421145934,0.042,0.175,5.5888E-193
RPL21,4.4128E-197,-0.390668936,0.085,0.244,1.2343E-192
LINC01517,1.0036E-195,-0.49166846,0.007,0.101,2.8071E-191
PHLDB2,1.821E-195,0.787091209,0.702,0.606,5.0934E-191
SLC25A16,1.987E-195,-0.505666527,0.276,0.488,5.5577E-191
KCNB2,3.1253E-195,0.795107324,0.106,0.007,8.7415E-191
ZNF462,3.1688E-195,0.755166174,0.53,0.375,8.8631E-191
LINC00621,3.8856E-195,0.842015349,0.21,0.068,1.0868E-190
TUT1,4.5884E-195,-0.417597522,0.042,0.172,1.2834E-190
RENBP,4.7768E-195,-0.351465089,0.01,0.109,1.3361E-190
